Bloomberg Commodities,Dollar Index,EM Bond USD,EU Global Aggregate,EU HY,EU Stoxx 600,Japan Nikkei 225,MSCI EM USD,US Global Aggregate,US HY,US S&P 500
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02303787625824126,0.02382465459760138,0.0252434192634719,0.027463882268517897,0.02749527087185597,0.03538362773374472,0.02391940189530496,0.045658408107585646,0.051339755502600525,0.026262103305426596,0.056217066737804446
0.02730930942391445,0.025358166257132154,0.0268385414131283,0.02108493573512915,0.02791245406378859,0.033462312110803076,0.017990360108320308,0.042780350065304715,0.04761743793497515,0.02834264354842124,0.05404387524735582
0.023340201852162065,0.026245746976059234,0.02911063028196106,0.028716212717312305,0.028277428451640635,0.03749750297439461,0.016869772806597717,0.04386055092345028,0.04881957318810734,0.02860705006119929,0.056046681117370614
0.02312675938958522,0.02567030702444612,0.026060739494933535,0.024975984909687405,0.032106245387276466,0.03400784411887415,0.017052403932211874,0.04441705902728754,0.04693814836209091,0.034203496427739025,0.06108801342074621
0.024411678440500417,0.02752477666486007,0.022958854632202833,0.022555390614079955,0.03042520935280469,0.037473344123684076,0.015211444890651352,0.04663583147284011,0.04679041909990639,0.029086309009691017,0.060076548414766506
0.025885017711395314,0.03250232895563591,0.025618673822180717,0.02378441138356204,0.03054512242824163,0.039274410619487436,0.021229660511610102,0.04624954453932517,0.04627841450006503,0.0291518195241588,0.05949646364584571
0.02194718944115199,0.03156259727382865,0.023581119771851223,0.024274897548590142,0.030187207421314265,0.037932303589941416,0.024587054305802724,0.04559648727765676,0.048338961101072,0.025193733045512517,0.05776368626848352
0.02132072107938668,0.029617966199910164,0.0270973591474703,0.026380864163348266,0.028681059221039175,0.03532619477775045,0.01877260414918796,0.04490788243836964,0.05240419243150303,0.022269147322886342,0.05473854509453488
0.026187982294904797,0.03089574759703604,0.024799788916573084,0.024792486036484353,0.03199994665919887,0.03673864718596376,0.01856603031840323,0.04110314524645725,0.05077176314190333,0.01722143436375823,0.05946300824298366
0.02594227150567915,0.02892540391787328,0.02549508589521874,0.026863891419875805,0.029779263064173608,0.03382933407766766,0.022033777719289903,0.043525816588181575,0.05285375736184046,0.01695318502511905,0.05844824864155815
0.028838930262325643,0.031963330608378415,0.027356884513401476,0.02928128406290523,0.03230917484313058,0.03471326180057612,0.023346164881154423,0.04578163164146303,0.05312757612607273,0.02231766443009196,0.05584479089667037
0.025355028363913883,0.027654534542836066,0.030633509926736677,0.026932054457477685,0.025870577713721983,0.0339754576156243,0.023981466962215134,0.04349339237078806,0.051129259506547155,0.02414262190119682,0.05305935887611242
0.022968269259549243,0.0304501094454389,0.03029376215846606,0.028660597909095812,0.025998917202394074,0.02797218323026144,0.022749190040342735,0.04004791324379876,0.05290219349149207,0.03093142706688851,0.05687541278374947
0.023506347762274973,0.031322202378004836,0.028777745487599156,0.027612431466533506,0.02724382157962718,0.02807561035668915,0.021516256809739544,0.042302548951712114,0.05418932115584635,0.02831748002465043,0.059228947750629986
0.022227187064296616,0.028144453053921364,0.02670252535987441,0.029958579144383754,0.022466733361264285,0.03314338925536805,0.019353515690534694,0.045878039744872715,0.05147340552494659,0.023484395810866317,0.05498613480611875
0.023862133926802285,0.02992930115048959,0.024652029646683317,0.02711570492611262,0.028442370073323064,0.0335433979118642,0.02286686621919739,0.047939876249919335,0.0459419001770589,0.024636542871677405,0.05825613810126989
0.028997488704609865,0.029216344691047502,0.029315780257892308,0.02476674189812667,0.029645754746347407,0.037378620758015804,0.017720062999348123,0.050272520280211716,0.04640600898765591,0.02540049488930271,0.05829144404882761
0.02775605007855058,0.025445488697776422,0.03001255942186103,0.02371818031328036,0.031826217847441086,0.039624539906960854,0.020313311956022626,0.050268689472895596,0.04523996456197713,0.024296579444259843,0.059331097533008796
0.02862467360101811,0.025415153711546293,0.025538316951214175,0.021349599631311583,0.03278553744413519,0.03868443799632309,0.018921421967423423,0.04486574065005203,0.04417074540020548,0.023702660331538446,0.056840773895103204
0.026864337221940576,0.024026714514139312,0.024991680911927522,0.02274735821949963,0.03267377955769657,0.03615392270593279,0.020952086590787327,0.04877547188379992,0.04348939524359727,0.025454514154839958,0.05614035859635208
0.02761829763277995,0.026457171660082004,0.020389857383735152,0.02284030729505767,0.036135960709924024,0.033038149271945386,0.02646240623654731,0.04823795825727514,0.04531002630035053,0.023742771226426436,0.054000404509539496
0.024508653613685913,0.02360499807816091,0.02098538125260093,0.021667942185617458,0.03593250842044302,0.03107464599982257,0.02637216018419528,0.04986994137436665,0.05043641840150577,0.026031078021517797,0.053953941108354726
0.022423823389232496,0.029807081177614873,0.022791317365475957,0.020445990251568805,0.03695084788588508,0.03173237595101618,0.02565303254247097,0.04560711340435587,0.0512003747946269,0.03005712958522895,0.05331887814595023
0.02879959709414325,0.029542548039138854,0.024505110639700668,0.0230410891149766,0.03173777807035781,0.03200964251742556,0.023825183986656024,0.04740622580293098,0.048900773713011096,0.028648196488297417,0.055180567624706994
0.027803915407942626,0.029704508025557404,0.021287958062877643,0.024204392654296768,0.03274199377834044,0.0315908659983358,0.026290614208360492,0.046063910508659586,0.05157228033831338,0.025011773922691355,0.05715251066582692
0.024917621655815157,0.03199774661061432,0.022622397307494997,0.02357110179069292,0.03414197539721011,0.03428707988709843,0.0237860100880177,0.045687745370378834,0.050040348016889336,0.02771030581301982,0.054562788248992286
0.023148319726583665,0.035808168826261685,0.027388007808282742,0.025180646673427568,0.03686549944031281,0.032770653628638485,0.02600492920575116,0.04399113597417209,0.05172303144209575,0.025670237977327537,0.057674128175499315
0.02352381544332854,0.034033585310261905,0.029392114383299563,0.02407594576613991,0.030261527341978713,0.031708600069504086,0.024146044866476844,0.04678707572306058,0.048143211533661204,0.026336265845178206,0.05765460587743888
0.021249795292429444,0.03184155082751855,0.03136918491780794,0.025701475291469843,0.027180974849150188,0.02985630911827655,0.023526201713121694,0.04916453549864018,0.04570900164000986,0.02561671255113744,0.05282950363548404
0.02391481041821177,0.03562291516684832,0.02779809746769338,0.026771857747707264,0.023675124335575223,0.027696678880108964,0.026446463753442256,0.05091566750471162,0.04439257210241828,0.0205756173640487,0.05084087108736407
0.020110693409550538,0.03342621139074199,0.023524918830796503,0.03120789030905221,0.020782398872791867,0.027000523455540583,0.032008595489203116,0.05156779189583794,0.044614857823180386,0.022543584851056085,0.04958144664625812
0.0205564928973317,0.031070010070594227,0.022599075431486787,0.02685847031822658,0.016830023168654458,0.030049886020693386,0.032247573650063914,0.05429405701065842,0.042512020851866145,0.0247322588722751,0.05042708180513365
0.020658702849831165,0.033694444144459074,0.02476125173495629,0.026097845677547755,0.02174970951873352,0.03278047678247232,0.02821054504341054,0.0517652889853935,0.04711876037188445,0.021191767480591282,0.052120865199522096
0.019627550510735305,0.0288725099457926,0.03144133727764092,0.024921706789522838,0.021173005202253996,0.03367434994824178,0.025179237009455964,0.04913985443308534,0.04399496793017364,0.023216495953697146,0.05556020084982731
0.01827551492423897,0.024917417501083946,0.034979707688192016,0.022258367855998468,0.020978579053983475,0.03908452946870705,0.02315223137025438,0.045897140399372656,0.04347807153988667,0.023308527603339645,0.05622296264051388
0.019201057954557052,0.027511817505375864,0.03487501894530467,0.022334732342049145,0.02932873152415065,0.039852321290752314,0.024524354083701603,0.04368630106279191,0.04965015966789712,0.02257882125300263,0.06142460995608476
0.023059367312030704,0.027174635732462177,0.02884144678092082,0.02609611703213352,0.024381879127917394,0.03791865954913693,0.02180493431866492,0.0445460913340238,0.047131071124898984,0.023346927215706366,0.05858608099468561
0.02384488567718164,0.02650197949184974,0.028277340161263882,0.024682333845842393,0.024518678712195086,0.037281300446658956,0.021524013671418752,0.04768453292928075,0.05194212270505244,0.025815727630010703,0.05886960594361573
0.025807722249627074,0.02849258618922009,0.024566187736068307,0.026676111991697213,0.026287182884094096,0.03204202003813,0.018081993718340458,0.04718433238534154,0.049106284730908875,0.026325632252515992,0.05916323426749137
0.021197151970184343,0.03149140649560702,0.027679267708621582,0.024534368570419518,0.027659411223363774,0.03316647117738933,0.016091720322754986,0.04784494790884099,0.044138221832194034,0.03030563069386358,0.05750886034958239
0.020847407094469864,0.03054701839416426,0.02250836863956818,0.028632485392439844,0.02680889178039664,0.036183898416076825,0.016743556426058924,0.04936086910227826,0.042560282259321604,0.025632665706385033,0.05574605097919035
0.015883734540266557,0.031177603692450078,0.022815188204509198,0.03134347858660045,0.027120569070032092,0.03545170431855365,0.01762563367411688,0.047376455409899126,0.04637783683003764,0.025382672191873075,0.05691511897289268
0.016220294137439674,0.028227781379114778,0.020065331701948866,0.034223055564258774,0.027469774157767923,0.032127711116326084,0.01785769731182005,0.04538698468896084,0.05055408413782829,0.01962710146019575,0.05671044590112094
0.019980131090225742,0.02459661287044742,0.019983282806276016,0.028297999616243335,0.02955488471183739,0.03055452774680482,0.017108090594918104,0.043095837514968885,0.04917628961458671,0.019073666827316316,0.04960690750041036
0.023820635311417076,0.021524063113266146,0.019975860520351836,0.024488349960777,0.032026982025285804,0.032715293976977276,0.020343190645970503,0.05008205183809425,0.05317734087976535,0.01756483975142948,0.048041756115535864
0.022440280617099267,0.0220351555209985,0.021849908823712457,0.02726502478748166,0.030943794464239872,0.028828734464520965,0.02210130660971193,0.05088588351907519,0.05163297988050731,0.019073625746166643,0.048246752686034074
0.02162403824571645,0.02098774240368141,0.025150399736350762,0.02581497562511413,0.030832067931832897,0.026267360383547385,0.020951237895259194,0.052387931838121564,0.04769969363718386,0.02178798889420116,0.04805648902844764
